ChEMBL_ID,canonical_smiles,IC50,IC50_units,Assay_Description
CHEMBL2029623,CCCCC[C@H](NC)c1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,2100.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma 33P]ATP after 30 mins by scintillation counting
CHEMBL460472,COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(CC(C)(C)O)n(-c5ccccc5)c4=O)nc3)ccnc2c1,100000.0,nM,Inhibition of CDK5/p25
CHEMBL2031893,COc1cc2nccc(Oc3ccc(NC(=O)c4c(C)n(C)n(-c5ccccc5)c4=O)cc3F)c2cc1OC,100000.0,nM,Inhibition of CDK5/p25
CHEMBL393545,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1cccn21,2100.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL2041749,Cc1ccc2[nH]c3c(c4c(n5cccc35)C(=O)NC4=O)c2c1,7500.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL2041912,COc1ccc2[nH]c3c(c4c(n5cccc35)C(=O)NC4=O)c2c1,10000.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL239698,O=C1NC(=O)c2c1c1c3cc(O)ccc3[nH]c1c1cccn21,2600.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL2041914,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1n1nccc21,4000.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL2041915,Cc1ccc2[nH]c3c(c4c(c5ccnn53)C(=O)NC4=O)c2c1,10000.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL2041916,COc1ccc2[nH]c3c(c4c(c5ccnn53)C(=O)NC4=O)c2c1,10000.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL2041917,O=C1NC(=O)c2c1c1c3cc(O)ccc3[nH]c1n1nccc21,510.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL2041918,O=C1NC(=O)c2c1c1[nH]ncc1c1[nH]c3ccccc3c21,910.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL2041919,Cc1ccc2[nH]c3c4cn[nH]c4c4c(c3c2c1)C(=O)NC4=O,310.0,nM,Inhibition of human recombinant CDK5/p25
CHEMBL2064520,COC(=O)c1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)o2)cc1,100000.0,nM,Inhibition of human recombinant CDK5/p35 by FRET assay
CHEMBL2064531,c1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCO5)o3)cc2)cc1,100000.0,nM,Inhibition of human recombinant CDK5/p35 by FRET assay
CHEMBL2064532,N#Cc1cc(F)ccc1-c1ccc(CSc2nnc(-c3ccc4c(c3)OCO4)o2)cc1,100000.0,nM,Inhibition of human recombinant CDK5/p35 by FRET assay
CHEMBL2064533,N#Cc1ccccc1-c1ccc(CSc2nnc(-c3ccc4c(c3)OCO4)o2)cc1,100000.0,nM,Inhibition of human recombinant CDK5/p35 by FRET assay
CHEMBL2064515,N#Cc1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCO5)o3)cc2)cc1,100000.0,nM,Inhibition of human recombinant CDK5/p35 by FRET assay
CHEMBL2064534,N#Cc1ccccc1-c1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)o2)cc1,100000.0,nM,Inhibition of human recombinant CDK5/p35 by FRET assay
CHEMBL2064535,N#Cc1cc(F)ccc1-c1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)o2)cc1,100000.0,nM,Inhibition of human recombinant CDK5/p35 by FRET assay
CHEMBL2064536,N#Cc1ccccc1-c1ccc(CSc2nnc(-c3ccncc3)o2)cc1,100000.0,nM,Inhibition of human recombinant CDK5/p35 by FRET assay
CHEMBL2064537,COCC1COc2ccc(-c3nnc(SCc4ccc(-c5ccccc5C#N)cc4)o3)cc2O1,100000.0,nM,Inhibition of human recombinant CDK5/p35 by FRET assay
CHEMBL2064538,COC[C@@H]1COc2ccc(-c3nnc(SCc4ccc(-c5ccccc5C#N)cc4)o3)cc2O1,100000.0,nM,Inhibition of human recombinant CDK5/p35 by FRET assay
CHEMBL2064539,COC[C@H]1COc2ccc(-c3nnc(SCc4ccc(-c5ccccc5C#N)cc4)o3)cc2O1,100000.0,nM,Inhibition of human recombinant CDK5/p35 by FRET assay
CHEMBL2069711,NS(=O)(=O)c1cc(-c2nc3ccccc3s2)cs1,551.0,nM,Inhibition of human recombinant Cdk5/p25 incubated for 15 mins by scintillation proximity assay
CHEMBL2069712,NS(=O)(=O)c1cc(-c2nc3ccc(F)cc3s2)cs1,331.0,nM,Inhibition of human recombinant Cdk5/p25 incubated for 15 mins by scintillation proximity assay
CHEMBL2069713,NS(=O)(=O)c1cc(-c2nc3ccc(Cl)cc3s2)cs1,355.0,nM,Inhibition of human recombinant Cdk5/p25 incubated for 15 mins by scintillation proximity assay
CHEMBL2069714,Cc1ccc2nc(-c3csc(S(N)(=O)=O)c3)sc2c1,1260.0,nM,Inhibition of human recombinant Cdk5/p25 incubated for 15 mins by scintillation proximity assay
CHEMBL2069715,NS(=O)(=O)c1cc(-c2nc3ccc([N+](=O)[O-])cc3s2)cs1,1272.0,nM,Inhibition of human recombinant Cdk5/p25 incubated for 15 mins by scintillation proximity assay
CHEMBL2069716,CC(=O)c1ccc2nc(-c3csc(S(N)(=O)=O)c3)sc2c1,6312.0,nM,Inhibition of human recombinant Cdk5/p25 incubated for 15 mins by scintillation proximity assay
CHEMBL2069717,O=S(=O)(NO)c1cc(-c2nc3ccccc3s2)cs1,7415.0,nM,Inhibition of human recombinant Cdk5/p25 incubated for 15 mins by scintillation proximity assay
CHEMBL2069718,O=S(=O)(NCCF)c1cc(-c2nc3ccccc3s2)cs1,10000.0,nM,Inhibition of human recombinant Cdk5/p25 incubated for 15 mins by scintillation proximity assay
CHEMBL2069719,O=S(=O)(Nc1nccs1)c1cc(-c2nc3ccccc3s2)cs1,1764.0,nM,Inhibition of human recombinant Cdk5/p25 incubated for 15 mins by scintillation proximity assay
CHEMBL2069720,Cc1nc(NS(=O)(=O)c2cc(-c3nc4ccccc4s3)cs2)sc1C,8220.0,nM,Inhibition of human recombinant Cdk5/p25 incubated for 15 mins by scintillation proximity assay
CHEMBL2069721,CCOC(=O)Cc1csc(NS(=O)(=O)c2cc(-c3nc4ccccc4s3)cs2)n1,5088.0,nM,Inhibition of human recombinant Cdk5/p25 incubated for 15 mins by scintillation proximity assay
CHEMBL2069722,O=S(=O)(NCc1ccccn1)c1cc(-c2nc3ccccc3s2)cs1,5472.0,nM,Inhibition of human recombinant Cdk5/p25 incubated for 15 mins by scintillation proximity assay
CHEMBL2069723,Cc1ccnc(NS(=O)(=O)c2cc(-c3nc4ccccc4s3)cs2)c1,8274.0,nM,Inhibition of human recombinant Cdk5/p25 incubated for 15 mins by scintillation proximity assay
CHEMBL2069724,O=S(=O)(Nc1ncccc1O)c1cc(-c2nc3ccccc3s2)cs1,9936.0,nM,Inhibition of human recombinant Cdk5/p25 incubated for 15 mins by scintillation proximity assay
CHEMBL2069725,O=S(=O)(Nc1ccc(N2CCOCC2)nc1)c1cc(-c2nc3ccccc3s2)cs1,7704.0,nM,Inhibition of human recombinant Cdk5/p25 incubated for 15 mins by scintillation proximity assay
CHEMBL2069726,O=S(=O)(c1cc(-c2nc3ccccc3s2)cs1)N1CCC[C@@H]1CO,8880.0,nM,Inhibition of human recombinant Cdk5/p25 incubated for 15 mins by scintillation proximity assay
CHEMBL2069727,NS(=O)(=O)c1cc(-c2nc3ccc(F)c(Cl)c3s2)cs1,672.0,nM,Inhibition of human recombinant Cdk5/p25 incubated for 15 mins by scintillation proximity assay
CHEMBL2069728,NS(=O)(=O)c1cc(-c2nc3cccc(-c4ccc(F)cc4)c3s2)cs1,6780.0,nM,Inhibition of human recombinant Cdk5/p25 incubated for 15 mins by scintillation proximity assay
CHEMBL2089032,CC(C)n1cnc2c(NCc3ccc(-c4ccccn4)cc3)nc(NC[C@@H](O)CO)nc21,190.0,nM,Inhibition of human recombinant CDK5/p25 expressed in Escherichia coli
CHEMBL2089033,CC(C)n1cnc2c(NCc3ccc(-c4ccccn4)cc3)nc(N[C@@H]3CCC[C@H](O)[C@@H]3O)nc21,270.0,nM,Inhibition of human recombinant CDK5/p25 expressed in Escherichia coli
CHEMBL2089034,CC(C)n1cnc2c(NCc3ccc(-c4ccccn4)cc3)nc(N3C[C@H](O)C[C@H]3CO)nc21,610.0,nM,Inhibition of human recombinant CDK5/p25 expressed in Escherichia coli
CHEMBL2089035,CC(C)n1cnc2c(NCc3ccc(-c4ccccn4)cc3)nc(NCC[C@H](O)CO)nc21,820.0,nM,Inhibition of human recombinant CDK5/p25 expressed in Escherichia coli
CHEMBL2089036,CC(C)[C@H](N)C(=O)OC[C@H](O)CNc1nc(NCc2ccc(-c3ccccn3)cc2)c2ncn(C(C)C)c2n1.Cl,180.0,nM,Inhibition of human recombinant CDK5/p25 expressed in Escherichia coli
CHEMBL2088657,Cc1n[nH]c(=O)c2[nH]c3ccc(Br)cc3c12,,,Inhibition of human recombinant CDK5/P25 using myelin basic protein substrate
CHEMBL2088658,Cc1n[nH]c(=O)c2[nH]c3ccc(F)cc3c12,10000.0,nM,Inhibition of human recombinant CDK5/P25 using myelin basic protein substrate
CHEMBL2088659,COc1ccc2[nH]c3c(=O)[nH]nc(C)c3c2c1,10000.0,nM,Inhibition of human recombinant CDK5/P25 using myelin basic protein substrate
CHEMBL2088660,Cc1n[nH]c(=O)c2c1c1cc(Br)ccc1n2Cc1ccc([N+](=O)[O-])cc1,10000.0,nM,Inhibition of human recombinant CDK5/P25 using myelin basic protein substrate
CHEMBL2088661,Cc1n[nH]c(=O)c2c1c1cc(Br)ccc1n2Cc1cccc([N+](=O)[O-])c1,10000.0,nM,Inhibition of human recombinant CDK5/P25 using myelin basic protein substrate
CHEMBL2088662,Cc1n[nH]c(=O)c2c1c1cc(Br)ccc1n2Cc1ccc(C#N)cc1,10000.0,nM,Inhibition of human recombinant CDK5/P25 using myelin basic protein substrate
CHEMBL2088663,Cc1n[nH]c(=O)c2c1c1cc(Br)ccc1n2Cc1cccc(C#N)c1,10000.0,nM,Inhibition of human recombinant CDK5/P25 using myelin basic protein substrate
CHEMBL2088664,COc1ccc(Cn2c3ccc(Br)cc3c3c(C)n[nH]c(=O)c32)cc1,10000.0,nM,Inhibition of human recombinant CDK5/P25 using myelin basic protein substrate
CHEMBL2088665,COc1cccc(Cn2c3ccc(Br)cc3c3c(C)n[nH]c(=O)c32)c1,10000.0,nM,Inhibition of human recombinant CDK5/P25 using myelin basic protein substrate
CHEMBL2088666,Cc1n[nH]c(=O)c2c1c1cc(F)ccc1n2Cc1ccc([N+](=O)[O-])cc1,10000.0,nM,Inhibition of human recombinant CDK5/P25 using myelin basic protein substrate
CHEMBL2088667,Cc1n[nH]c(=O)c2c1c1cc(F)ccc1n2Cc1cccc([N+](=O)[O-])c1,10000.0,nM,Inhibition of human recombinant CDK5/P25 using myelin basic protein substrate
CHEMBL2088668,Cc1n[nH]c(=O)c2c1c1cc(F)ccc1n2Cc1ccc(C#N)cc1,10000.0,nM,Inhibition of human recombinant CDK5/P25 using myelin basic protein substrate
CHEMBL2088669,Cc1n[nH]c(=O)c2c1c1cc(F)ccc1n2Cc1cccc(C#N)c1,10000.0,nM,Inhibition of human recombinant CDK5/P25 using myelin basic protein substrate
CHEMBL2088670,COc1ccc(Cn2c3ccc(F)cc3c3c(C)n[nH]c(=O)c32)cc1,10000.0,nM,Inhibition of human recombinant CDK5/P25 using myelin basic protein substrate
CHEMBL2088671,COc1cccc(Cn2c3ccc(F)cc3c3c(C)n[nH]c(=O)c32)c1,10000.0,nM,Inhibition of human recombinant CDK5/P25 using myelin basic protein substrate
CHEMBL2088672,COc1ccc2c(c1)c1c(C)n[nH]c(=O)c1n2Cc1ccc([N+](=O)[O-])cc1,10000.0,nM,Inhibition of human recombinant CDK5/P25 using myelin basic protein substrate
CHEMBL2088673,COc1ccc2c(c1)c1c(C)n[nH]c(=O)c1n2Cc1cccc([N+](=O)[O-])c1,10000.0,nM,Inhibition of human recombinant CDK5/P25 using myelin basic protein substrate
CHEMBL2088674,COc1ccc2c(c1)c1c(C)n[nH]c(=O)c1n2Cc1ccc(C#N)cc1,10000.0,nM,Inhibition of human recombinant CDK5/P25 using myelin basic protein substrate
CHEMBL2088675,COc1ccc2c(c1)c1c(C)n[nH]c(=O)c1n2Cc1cccc(C#N)c1,10000.0,nM,Inhibition of human recombinant CDK5/P25 using myelin basic protein substrate
CHEMBL2088676,COc1ccc(Cn2c3ccc(OC)cc3c3c(C)n[nH]c(=O)c32)cc1,10000.0,nM,Inhibition of human recombinant CDK5/P25 using myelin basic protein substrate
CHEMBL2088677,COc1cccc(Cn2c3ccc(OC)cc3c3c(C)n[nH]c(=O)c32)c1,10000.0,nM,Inhibition of human recombinant CDK5/P25 using myelin basic protein substrate
CHEMBL573339,Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,,,Inhibition of human recombinant CDK5/P25 using myelin basic protein substrate
CHEMBL2153517,COc1cc(Nc2ncnc3c2sc2ccccc23)cc(OC)c1OC,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153516,COc1cc(Nc2ncnc3c2sc2ccccc23)cc(OC)c1,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153515,COc1ccc(Nc2ncnc3c2sc2ccccc23)cc1OC,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153412,COc1ccc(Nc2ncnc3c2sc2ccccc23)cc1,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153411,c1ccc(Nc2ncnc3c2sc2ccccc23)cc1,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL1836358,Nc1ncnc2c1sc1ccccc12,5200.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153518,c1ccc2c(c1)sc1c(Nc3ccc4c(c3)OCO4)ncnc12,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153519,c1ccc2c(c1)sc1c(Nc3ccc4c(c3)OCCO4)ncnc12,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153520,Fc1cc(Br)ccc1Nc1ncnc2c1sc1ccccc12,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153521,O=[N+]([O-])c1cc(Nc2ncnc3c2sc2ccccc23)ccc1O,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL457313,Nc1ncnc2c1sc1ncccc12,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153522,c1ccc(Nc2ncnc3c2sc2ncccc23)cc1,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153523,COc1ccc(Nc2ncnc3c2sc2ncccc23)cc1,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153524,COc1ccc(Nc2ncnc3c2sc2ncccc23)cc1OC,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153525,COc1cc(Nc2ncnc3c2sc2ncccc23)cc(OC)c1,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153526,COc1cc(Nc2ncnc3c2sc2ncccc23)cc(OC)c1OC,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153527,c1cnc2sc3c(Nc4ccc5c(c4)OCO5)ncnc3c2c1,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153528,c1cnc2sc3c(Nc4ccc5c(c4)OCCO5)ncnc3c2c1,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153529,Fc1cc(Br)ccc1Nc1ncnc2c1sc1ncccc12,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153530,O=[N+]([O-])c1cc(Nc2ncnc3c2sc2ncccc23)ccc1O,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153531,Nc1ncnc2c1sc1cccnc12,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153532,c1ccc(Nc2ncnc3c2sc2cccnc23)cc1,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153533,COc1ccc(Nc2ncnc3c2sc2cccnc23)cc1,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153534,COc1ccc(Nc2ncnc3c2sc2cccnc23)cc1OC,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153535,COc1cc(Nc2ncnc3c2sc2cccnc23)cc(OC)c1,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153536,COc1cc(Nc2ncnc3c2sc2cccnc23)cc(OC)c1OC,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153537,c1cnc2c(c1)sc1c(Nc3ccc4c(c3)OCO4)ncnc12,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153538,c1cnc2c(c1)sc1c(Nc3ccc4c(c3)OCCO4)ncnc12,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153539,Fc1cc(Br)ccc1Nc1ncnc2c1sc1cccnc12,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153540,O=[N+]([O-])c1cc(Nc2ncnc3c2sc2cccnc23)ccc1O,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153541,Nc1ncnc2c1sc1nccnc12,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153542,c1ccc(Nc2ncnc3c2sc2nccnc23)cc1,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153543,COc1ccc(Nc2ncnc3c2sc2nccnc23)cc1,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153544,COc1ccc(Nc2ncnc3c2sc2nccnc23)cc1OC,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153545,COc1cc(Nc2ncnc3c2sc2nccnc23)cc(OC)c1,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153546,COc1cc(Nc2ncnc3c2sc2nccnc23)cc(OC)c1OC,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153547,c1cnc2c(n1)sc1c(Nc3ccc4c(c3)OCO4)ncnc12,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153548,c1cnc2c(n1)sc1c(Nc3ccc4c(c3)OCCO4)ncnc12,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153549,Fc1cc(Br)ccc1Nc1ncnc2c1sc1nccnc12,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL2153550,O=[N+]([O-])c1cc(Nc2ncnc3c2sc2nccnc23)ccc1O,10000.0,nM,Inhibition of human recombinant GST-tagged CDK5/p25 expressed in Escherichia coli using histone H1 as substrate and [gamma32P]ATP after 30 mins by scintillation counting
CHEMBL230194,Nc1nc2c(-c3ccc[nH]3)nccc2[nH]1,70000.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma-32P] ATP after 30 mins by scintillation counting
CHEMBL2153260,Nc1nc2c(-c3ccco3)nccc2[nH]1,34000.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma-32P] ATP after 30 mins by scintillation counting
CHEMBL2153261,Nc1nc2c(-c3cccs3)nccc2[nH]1,43000.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma-32P] ATP after 30 mins by scintillation counting
CHEMBL2153263,Nc1nc2c(-c3ccsc3)nccc2[nH]1,11000.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma-32P] ATP after 30 mins by scintillation counting
CHEMBL2153264,Nc1nc2c(-c3ccccn3)nccc2[nH]1,6000.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma-32P] ATP after 30 mins by scintillation counting
CHEMBL2153265,Nc1nc2c(-c3cccnc3)nccc2[nH]1,60000.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma-32P] ATP after 30 mins by scintillation counting
CHEMBL2153267,Nc1nc2c(-c3ccccc3)nccc2[nH]1,40000.0,nM,Inhibition of human recombinant CDK5/p25 using [gamma-32P] ATP after 30 mins by scintillation counting
CHEMBL2180845,O=C(Nc1ccc(O)cn1)Nc1cccc2c1C1CCCCN1C2=O,1300.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate and [gamma-33P]-ATP after 30 mins by scintillation counting
CHEMBL2180844,O=C(Nc1cccc2c1C1CCCCN1C2=O)Nc1ncccc1O,37.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate and [gamma-33P]-ATP after 30 mins by scintillation counting
CHEMBL2180843,O=C(Nc1ccc(-c2ccccc2)cn1)Nc1cccc2c1C1CCCCN1C2=O,4000.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate and [gamma-33P]-ATP after 30 mins by scintillation counting
CHEMBL2180859,O=C(Nc1cccc(N2CCCCC2)n1)Nc1cccc2c1C1CCCCN1C2=O,10000.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate and [gamma-33P]-ATP after 30 mins by scintillation counting
CHEMBL2180858,COc1cccnc1NC(=O)Nc1cccc2c1C1CCCCN1C2=O,590.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate and [gamma-33P]-ATP after 30 mins by scintillation counting
CHEMBL2180857,O=C(Nc1cccc2c1C1CCCCN1C2=O)Nc1nc(Cl)c(Cl)c(Cl)c1Cl,10000.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate and [gamma-33P]-ATP after 30 mins by scintillation counting
CHEMBL2180856,O=C(Nc1cccc2c1C1CCCCN1C2=O)Nc1ncc(F)cc1F,260.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate and [gamma-33P]-ATP after 30 mins by scintillation counting
CHEMBL2180855,O=C(Nc1cccc(F)n1)Nc1cccc2c1C1CCCCN1C2=O,90.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate and [gamma-33P]-ATP after 30 mins by scintillation counting
CHEMBL2180854,O=C(Nc1cc(Br)ccn1)Nc1cccc2c1C1CCCCN1C2=O,25.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate and [gamma-33P]-ATP after 30 mins by scintillation counting
CHEMBL2180853,O=C(Nc1ccc(Br)cn1)Nc1cccc2c1C1CCCCN1C2=O,130.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate and [gamma-33P]-ATP after 30 mins by scintillation counting
CHEMBL2180852,O=C(Nc1cccc(Br)n1)Nc1cccc2c1C1CCCCN1C2=O,40.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate and [gamma-33P]-ATP after 30 mins by scintillation counting
CHEMBL2180851,O=C(Nc1cc(O)c2ccccc2n1)Nc1cccc2c1C1CCCCN1C2=O,10000.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate and [gamma-33P]-ATP after 30 mins by scintillation counting
CHEMBL2180850,O=C(Nc1ccc2cccc(O)c2n1)Nc1cccc2c1C1CCCCN1C2=O,700.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate and [gamma-33P]-ATP after 30 mins by scintillation counting
CHEMBL2180849,O=C(Nc1cc2ccccc2cn1)Nc1cccc2c1C1CCCCN1C2=O,68.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate and [gamma-33P]-ATP after 30 mins by scintillation counting
CHEMBL2180848,O=C(Nc1nc2ccccc2s1)Nc1cccc2c1C1CCCCN1C2=O,16000.0,nM,Inhibition of human recombinant CDK5/p25 using histone H1 as substrate and [gamma-33P]-ATP after 30 mins by scintillation counting
